Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Kaya Palat,-1983.0,121 min,"Comedy, Fantasy",6.7,14,Satyen Bose,Suresh Chatwal,Anoop Kumar,Ashok Kumar
Kayda Kanoon,-1993.0,150 min,"Action, Crime, Drama",5.0,504,Pradeep Maini,Akshay Kumar,Sudesh Berry,Ashwini Bhave
Kedarnath,-2018.0,116 min,"Drama, Romance",6.9,"11,446",Abhishek Kapoor,Sushant Singh Rajput,Sara Ali Khan,Nitish Bharadwaj
Keemat,-1973.0,132 min,Action,6.8,48,Ravikant Nagaich,Dharmendra,Rekha,Prem Chopra
Keemat: They Are Back,-1998.0,162 min,"Action, Comedy, Drama",5.7,"1,146",Sameer Malkan,Akshay Kumar,Raveena Tandon,Saif Ali Khan
Kehta Hai Yeh Dil,-2020.0,116 min,"Comedy, Drama",3.3,10,R.k. Sharma,Ranbeeir Kalsi,Sharvani Sahay,Elena Tuteja
Kehtaa Hai Dil Baar Baar,-2002.0,119 min,"Comedy, Drama, Romance",4.7,182,Rahul Dholakia,Paresh Rawal,Jimmy Sheirgill,Kim Sharma
Kerry on Kutton,-2016.0,125 min,Drama,5.7,216,Ashok Yadav,Bhavana Singh Chauhan,Satyajeet Dubey,Aradhana Jagota
Kesari,-2019.0,150 min,"Action, Drama, History",7.4,"15,660",Anurag Singh,Akshay Kumar,Parineeti Chopra,Suvinder Vicky
Kevi Rite Jaish,-2012.0,128 min,"Comedy, Family",8.1,869,Abhishek Jain,Tom Alter,Abhinay Banker,Raju Barot
Khaali Peeli,-2020.0,119 min,"Action, Comedy, Romance",2.3,"8,106",Maqbool Khan,Ishaan Khattar,Ananya Panday,Jaideep Ahlawat
Khaan Dost,-1976.0,157 min,"Action, Crime, Drama",5.6,38,Dulal Guha,Raj Kapoor,Shatrughan Sinha,Mithu Mukherjee
Khabardar,-1984.0,167 min,Family,5.9,23,Rama Rao Tatineni,Amitabh Bachchan,Kamal Haasan,Jaya Prada
Khajoor Pe Atke,-2018.0,119 min,Comedy,5.6,221,Harsh Chhaya,Vinay Pathak,Suneeta Sengupta,Alka Amin
Khakee,-2004.0,174 min,"Action, Crime, Drama",7.4,"15,192",Rajkumar Santoshi,Amitabh Bachchan,Akshay Kumar,Ajay Devgn
Khal Nayak,-1993.0,190 min,"Action, Adventure, Crime",7.2,"3,064",Subhash Ghai,Sanjay Dutt,Madhuri Dixit,Jackie Shroff
Khalifa,-1976.0,140 min,"Action, Crime, Drama",5.7,15,Prakash Mehra,Randhir Kapoor,Rekha,I.S. Johar
Khallas: The Beginning of End,-2007.0,121 min,"Crime, Drama, Romance",4.0,11,Sumeet Chawla,Nikita Anand,Sanjeev Dabholkar,Raj Hussein
Khal-Naaikaa,-1993.0,147 min,"Crime, Drama, Thriller",3.7,141,Saawan Kumar Tak,Jeetendra,Jaya Prada,Anu Agrawal
Khalnayak,-2004.0,74 min,Action,6.3,12,Kishan Shah,Satnam Kaur,Kashish Khurana,Karishma
Khamiyaza: Journey of a Common Man,-2019.0,130 min,"Action, Drama",4.6,20,Deekshit Kaul,Heramb Tripathi,Piyali Munshi,Alok Chaturvedi
Khamosh,-1986.0,101 min,"Mystery, Thriller",7.5,944,Vidhu Vinod Chopra,Shabana Azmi,Amol Palekar,Naseeruddin Shah
Khamosh Adalat Jaari Hai,-2017.0,100 min,Drama,7.7,52,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta
Khamoshh... Khauff Ki Raat,-2005.0,123 min,"Mystery, Thriller",3.3,245,Deepak Tijori,Shilpa Shetty Kundra,Juhi Chawla,Shawar Ali
Khamoshi,-1970.0,127 min,"Drama, Romance",7.7,546,Asit Sen,Rajesh Khanna,Waheeda Rehman,Nasir Hussain
Khamoshi,-2019.0,96 min,"Horror, Thriller",3.5,239,Chakri Toleti,Prabhu Deva,Tamannaah Bhatia,Bhoomika Chawla
Khamoshi: The Musical,-1996.0,160 min,"Drama, Musical, Romance",7.5,"3,110",Sanjay Leela Bhansali,Manisha Koirala,Nana Patekar,Salman Khan
Khamoshiyan,-2015.0,122 min,"Drama, Horror, Romance",4.0,"1,220",Karan Darra,Gurmeet Choudhary,Ali Fazal,Sapna Pabbi
Khan kluay,-2006.0,79 min,"Animation, Adventure, Family",5.9,"1,159",Kompin Kemgumnird,Tod Polson,Akshay Kumar,Anyarit Pitakkul
Khandaan,-1942.0,171 min,"Drama, Family",6.2,14,Shaukat Hussain Rizvi,Noor Jehan,Pran,Ghulam Mohammed
Khandaan,-1979.0,130 min,"Drama, Romance",6.5,19,Anil Ganguly,Jeetendra,Sulakshana Pandit,Bindiya Goswami
Khandaani Shafakhana,-2019.0,136 min,"Comedy, Drama",4.0,"1,141",Shilpi Dasgupta,Sonakshi Sinha,Badshah,Varun Sharma
Khandan,-1965.0,158 min,"Drama, Musical",6.9,145,A. Bhimsingh,Sunil Dutt,Nutan,Pran
Khandhar,-1984.0,106 min,Drama,7.2,242,Mrinal Sen,Shabana Azmi,Annu Kapoor,Pankaj Kapur
Khanjar,-1980.0,134 min,Thriller,5.8,16,Atma Ram,Navin Nischol,Reena Roy,Amjad Khan
Khanna & Iyer,-2007.0,103 min,Comedy,5.1,49,Hemant Hegde,Sarvar Ahuja,Aditi Sharma,Arun Bakshi
Khap,-2011.0,125 min,"Drama, Thriller",5.0,104,Ajai Sinha,Rahul Jaiswal,Raj Arjun,Mohnish Bahl
Khatarnaak,-1990.0,223 min,"Action, Crime, Drama",5.2,82,Bharat Rangachary,Sanjay Dutt,Anita Raj,Farha Naaz
Khatron Ke Khiladi,-1988.0,156 min,"Action, Drama",4.8,181,Rama Rao Tatineni,Dharmendra,Sanjay Dutt,Chunky Panday
Khatta Meetha,-1978.0,128 min,"Comedy, Drama",7.5,862,Basu Chatterjee,Ashok Kumar,Rakesh Roshan,Bindiya Goswami
Khatta Meetha,-2010.0,157 min,"Comedy, Crime, Drama",5.7,"9,891",Priyadarshan,Akshay Kumar,Trisha Krishnan,Kulbhushan Kharbanda
Khauff,-2000.0,124 min,"Action, Crime, Drama",4.4,361,Sanjay Gupta,Sanjay Dutt,Manisha Koirala,Sharad S. Kapoor
Khayal Gatha,-1989.0,103 min,"Drama, Music",6.6,34,Kumar Shahani,Mangal Dhillon,Rajat Kapoor,Mita Vashisht
Khazanchi,-1958.0,51 min,Romance,5.8,12,Prem Narayan Arora,Shyama,Balraj Sahni,Chitra
Khazanchi,-1941.0,171 min,Mystery,7.0,26,Moti B. Gidwani,M. Ismail,Ramola,Manorama
Khejdi,-2018.0,92 min,Drama,8.1,27,Rohit Dwivedi,Priyanka Agarwal,Sahil Bhati,Bertwin Ravi Dsouza
Khel,-1992.0,152 min,"Comedy, Drama, Romance",6.4,541,Rakesh Roshan,Aparajita,Prem Chopra,Madhuri Dixit
Khel,-2003.0,174 min,"Action, Crime, Drama",4.0,467,Yusuf Khan,Sunny Deol,Sunil Shetty,Ajay Jadeja
Khel Khel Mein,-1975.0,139 min,"Comedy, Mystery, Romance",7.5,367,Ravi Tandon,Rishi Kapoor,Neetu Singh,Rakesh Roshan
Khel Khilari Ka,-1977.0,90 min,"Action, Thriller",6.2,49,Arjun Hingorani,Dharmendra,Shabana Azmi,Dhruv
Khel Toh Ab Shuru Hoga,-2016.0,130 min,"Action, Thriller",5.2,10,Kunal v Singh,Ruslaan Mumtaz,Devshi Khanduri,Rohit Pathak
Khela,-2008.0,97 min,"Comedy, Drama",7.2,222,Rituparno Ghosh,Haradhan Bannerjee,Manish Bhattacharya,Satbol Bhattacharya
Khelein Hum Jee Jaan Sey,-2010.0,168 min,"Action, Drama, History",5.8,"1,249",Ashutosh Gowariker,Abhishek Bachchan,Deepika Padukone,Sikandar Kher
Khichdi: The Movie,-2010.0,120 min,"Comedy, Family",7.2,"2,238",Aatish Kapadia,Anang Desai,Supriya Pathak,Rajeev Mehta
Khiladi,-1992.0,157 min,"Action, Mystery, Romance",7.2,"7,726",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar,Ayesha Jhulka
Khiladi 420,-2000.0,157 min,"Action, Romance, Thriller",5.2,"1,769",Neeraj Vora,Akshay Kumar,Mahima Chaudhry,Antara Mali
Khiladi 786,-2012.0,141 min,"Action, Comedy",4.3,"6,582",Ashish R. Mohan,Akshay Kumar,Asin Thottumkal,Himesh Reshammiya
Khiladiyon Ka Khiladi,-1996.0,162 min,"Action, Crime, Drama",6.0,"5,748",Umesh Mehra,Akshay Kumar,Rekha,Raveena Tandon
Khilari,-1968.0,138 min,"Action, Sci-Fi",6.8,19,Homi Wadia,Fearless Nadia,Dilip Raj,Uma
Khilona,-1970.0,160 min,"Drama, Musical, Romance",7.2,327,Chander Vohra,Sanjeev Kumar,Mumtaz,Durga Khote
Khoj,-1989.0,113 min,"Mystery, Thriller",7.1,272,Keshu Ramsay,Rishi Kapoor,Naseeruddin Shah,Kimi Katkar
Khoj,-2017.0,116 min,"Crime, Mystery, Thriller",6.8,449,Arka Ganguly,Vikram Chatterjee,Shataf Figar,Poonam Gurung
Khokababu,-2012.0,158 min,"Comedy, Romance",5.1,221,Shankaraiya,Ferdous Ahmed,Biswajit Chakraborty,Biplab Chatterjee
Khoobsurat,-1999.0,153 min,"Action, Comedy, Romance",5.3,758,Sanjay Chhel,Sanjay Dutt,Urmila Matondkar,Om Puri
Khoobsurat,-2014.0,130 min,"Comedy, Romance",6.4,"7,877",Shashanka Ghosh,Sonam Kapoor,Fawad Khan,Ratna Pathak Shah
Khoon Aur Paani,-1981.0,141 min,"Action, Drama",5.7,34,Chand,Feroz Khan,Jeetendra,Rekha
Khoon Bhari Maang,-1988.0,172 min,"Drama, Thriller, Action",6.6,"1,024",Rakesh Roshan,Rekha,Kabir Bedi,Sonu Walia
Khoon Ka Karz,-1991.0,151 min,"Action, Crime, Drama",4.8,84,Mukul Anand,Vinod Khanna,Dimple Kapadia,Rajinikanth
Khoon Ka Rishta,-1981.0,117 min,Action,4.1,7,Samir Ganguly,Jeetendra,Neetu Singh,Amjad Khan
Khoon Ki Keemat,-1974.0,126 min,"Action, Thriller",6.1,9,Shibu Mitra,Mahendra Sandhu,Neelam Mehra,Roopesh Kumar
Khoon Ki Pyasi,-1996.0,117 min,Horror,2.7,21,K.C. Handra,Rita Bhaduri,Ramesh Goyal,Javed Khan
Khoon Pasina,-1977.0,210 min,"Action, Drama",6.2,357,Rakesh Kumar,Amitabh Bachchan,Vinod Khanna,Rekha
Khooni Ilaaka: The Prohibited Area,-1999.0,87 min,Horror,5.6,21,Jitendra Chawda,Kishore Anand Bhanushali,Arif Khan,Anil Nagrath
Khooni Murdaa,-1989.0,127 min,Horror,4.1,39,Mohan Bhakri,Deepak Parashar,Javed Khan,Sripradha
Khooni Panja,-1991.0,130 min,Horror,5.5,41,Vinod Talwar,Anil Dhawan,Jagdeep,Javed Khan
Khopdi: The Skull,-1999.0,97 min,Horror,2.8,8,Ramesh U. Lakhiani,Rajesh Bakshi,Shakti Kapoor,Sapna Sappu
Khosla Ka Ghosla!,-2006.0,135 min,"Comedy, Crime, Drama",8.3,"22,723",Dibakar Banerjee,Anupam Kher,Boman Irani,Parvin Dabas
Khota Paisa,-1958.0,145 min,Drama,4.7,7,M. Sadiq,Johnny Walker,Shyama,Jeevan
Khote Sikkay,-1974.0,132 min,"Action, Crime, Drama",6.2,109,Narendra Bedi,Feroz Khan,Rehana Sultan,Danny Denzongpa
Khoya,-2015.0,82 min,Drama,7.5,77,Sami Khan,Rupak Ginn,Ravi Khanvilkar,Stephen McHattie
Khoya Khoya Chand,-2007.0,131 min,"Drama, Romance",6.3,527,Sudhir Mishra,Shiney Ahuja,Soha Ali Khan,Rajat Kapoor
Khubsoorat,-1980.0,126 min,"Comedy, Drama, Family",7.6,"1,621",Hrishikesh Mukherjee,Ashok Kumar,Rekha,Rakesh Roshan
Khuda Gawah,-1992.0,193 min,"Action, Adventure, Drama",6.5,"1,879",Mukul Anand,Amitabh Bachchan,Sridevi,Nagarjuna Akkineni
Khuda Haafiz,-2020.0,133 min,"Action, Adventure, Drama",7.4,"16,142",Faruk Kabir,Vidyut Jammwal,Shivaleeka Oberoi,Annu Kapoor
Khuda Hafiz,-1983.0,91 min,Drama,8.1,27,Kidar Nath Sharma,Ratna Bhooshan,Shibana Dutta,Urmila Matondkar
Khuda Kasam,-2010.0,160 min,"Action, Crime, Drama",3.2,100,K.C. Bokadia,Sunny Deol,Tabu,Beena Banerjee
Khud-Daar,-1982.0,169 min,"Action, Drama",6.9,365,Ravi Tandon,Sanjeev Kumar,Amitabh Bachchan,Vinod Mehra
Khuddar,-1994.0,167 min,"Action, Drama, Thriller",5.1,330,Iqbal Durrani,Govinda,Karisma Kapoor,Shakti Kapoor
Khudgarz,-1987.0,158 min,Drama,5.8,293,Rakesh Roshan,Jeetendra,Shatrughan Sinha,Bhanupriya
Khufia Mahal,-1964.0,140 min,"Adventure, Comedy, Drama",5.8,9,Aakkoo,Paidi Jairaj,Chitra,Mohan Sherry
Khule-Aam,-1992.0,155 min,Action,5.8,17,Arun Dutt,Dharmendra,Shammi Kapoor,Neelam Kothari
Khullam Khulla Pyaar Karen,-2005.0,155 min,Comedy,4.1,320,Harmesh Malhotra,Govinda,Preity Zinta,Prem Chopra
Khushboo,-1975.0,132 min,"Drama, Romance",7.1,254,Gulzar,Jeetendra,Hema Malini,Durga Khote
Khushi,-2003.0,161 min,"Action, Comedy, Drama",4.4,"1,565",S.J. Suryah,Sunil Kumar Agrawal,Fardeen Khan,Kareena Kapoor
Khwaab,-1997.0,120 min,Drama,4.6,7,Azhar Hussain,Manisha Koirala,Gulshan Grover,Anupam Kher
Khwaabb,-2014.0,90 min,"Drama, Romance, Sport",5.5,68,Zaid Ali Khan,Simer Motiani,Navdip Singh,Bajrangbali Singh
Khwab,-1980.0,115 min,"Crime, Drama, Romance",5.9,27,Shakti Samanta,Yogeeta Bali,Birbal,Mithun Chakraborty
Khwab Sare Jhootey,-2020.0,100 min,Drama,7.8,8,Deepak Baldev,Ajay Gautam,Harsh Kumar,Madhu Narayan
Khwahish,-2003.0,152 min,"Drama, Romance, Musical",4.1,197,Govind Menon,Himanshu Malik,Mallika Sherawat,Shivaji Satam
Ki & Ka,-2016.0,126 min,"Comedy, Romance",5.8,"5,407",R. Balki,Amitabh Bachchan,Arjun Kapoor,Kareena Kapoor
Kick,-2014.0,146 min,"Action, Comedy, Crime",5.3,"26,761",Sajid Nadiadwala,Salman Khan,Jacqueline Fernandez,Nawazuddin Siddiqui
Kidnap,-2008.0,135 min,"Action, Crime, Drama",4.6,"2,328",Sanjay Gadhvi,Sanjay Dutt,Imran Khan,Minissha Lamba
Kill Dil,-2014.0,127 min,"Action, Comedy, Drama",4.3,"3,927",Shaad Ali,Ranveer Singh,Ali Zafar,Parineeti Chopra
Killer,-1992.0,160 min,"Action, Crime, Drama",6.3,124,Fazil,Nagarjuna Akkineni,Nagma,Sharada
Kinara,-1977.0,139 min,"Drama, Romance",6.7,118,Gulzar,Jeetendra,Hema Malini,Dharmendra
Kinare Kinare,-1963.0,111 min,"Drama, Romance",7.1,46,Chetan Anand,Dev Anand,Meena Kumari,Chetan Anand
King Kong,-1962.0,142 min,"Action, Adventure, Comedy",6.3,38,Babubhai Mistry,Kumkum,Dara Singh,Chandrashekhar
King Uncle,-1993.0,171 min,"Comedy, Drama, Family",5.1,"2,735",Rakesh Roshan,Jackie Shroff,Shah Rukh Khan,Nagma
Kirayadar,-1986.0,146 min,"Comedy, Drama",6.3,79,Basu Chatterjee,Raj Babbar,Padmini Kolhapure,Utpal Dutt
Kirket,-2019.0,132 min,"Drama, Sport",7.5,270,Yogendra Singh,Kirti Azad,Sonam Chhabra,Sonu Jha
Kis Kis Ki Kismat,-2004.0,142 min,"Comedy, Drama, Romance",2.5,140,Govind Menon,Mallika Sherawat,Rati Agnihotri,Kurush Deboo
Kis Kisko Pyaar Karoon,-2015.0,133 min,"Comedy, Romance",5.7,"5,679",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Kapil Sharma,Simran Kaur Mundi
Kis Kiss Ka Kissa,-2017.0,84 min,Drama,5.6,12,Sameer Patil,Manav Gohil,Asawari Joshi,Sandeep Kulkarni
Kisaan,-2009.0,100 min,"Action, Crime, Drama",5.3,286,Puneet Sira,Jackie Shroff,Sohail Khan,Arbaaz Khan
Kisan Aur Bhagwan,-1974.0,142 min,"Action, Comedy, Drama",6.1,15,Chandrakant,Dara Singh,Feroz Khan,Yogeeta Bali
Kisan Kanya,-1937.0,137 min,Drama,6.3,12,Moti B. Gidwani,Padmadevi,Jillo,Ghulam Mohammed
Kishen Kanhaiya,-1990.0,160 min,"Action, Comedy, Drama",5.9,618,Rakesh Roshan,Vikas Anand,Bindu,Madhuri Dixit
Kismat,-1995.0,149 min,"Musical, Family, Drama",5.1,70,Harmesh Malhotra,Rakhee Gulzar,Govinda,Mamta Kulkarni
Kismat,-2004.0,143 min,"Action, Drama",3.7,451,Guddu Dhanoa,Bobby Deol,Priyanka Chopra Jonas,Kabir Bedi
Kismat Konnection,-2008.0,153 min,"Comedy, Drama, Romance",5.2,"5,334",Aziz Mirza,Shahid Kapoor,Vidya Balan,Vishal Malhotra
Kismet,-1943.0,143 min,Drama,7.4,93,Gyan Mukherjee,Ashok Kumar,Mumtaz Shanti,Shah Nawaz
Kismet Ka Khel,-1956.0,137 min,"Action, Crime, Drama",6.1,10,Kishore Sahu,Sunil Dutt,Vyjayanthimala,Begum Para
Kismet Love Paisa Dilli,-2012.0,129 min,"Adventure, Comedy, Crime",4.2,557,Sanjay M. Khanduri,Vivek Oberoi,Mallika Sherawat,Neha Dhupia
Kismetwala,-1986.0,90 min,"Action, Drama",4.2,8,S.D. Narang,Mithun Chakraborty,Prem Chopra,Mohan Choti
Kisna: The Warrior Poet,-2005.0,171 min,"Drama, Musical, Romance",4.5,"1,329",Subhash Ghai,Vivek Oberoi,Isha Sharvani,Antonia Bernath
Kiss Kis Ko,-2004.0,119 min,Musical,4.6,20,Sharad Sharan,Chaitanya Bhosle,Sherrin Varghese,Bhumika Puri
Kissaa Kursee Kaa,-1978.0,142 min,Drama,7.1,128,Amrit Nahata,Shabana Azmi,Raj Babbar,Chaman Bagga
Kisse Pyaar Karoon?,-2009.0,123 min,"Action, Comedy, Crime",3.3,131,Ajay Chandhok,Arshad Warsi,Aashish Chaudhary,Yash Tonk
Kissebaaz,-2019.0,122 min,"Action, Comedy, Crime",4.6,224,Annant Jaaitpaal,Pankaj Tripathi,Rahul Bagga,Anupriya Goenka
Kissi Se Na Kehna,-1983.0,140 min,"Comedy, Romance",7.4,603,Hrishikesh Mukherjee,Farooq Shaikh,Deepti Naval,Utpal Dutt
Kitaab,-1977.0,124 min,Drama,7.4,197,Gulzar,Uttam Kumar,Vidya Sinha,Shreeram Lagoo
Kites,-2010.0,123 min,"Action, Drama, Romance",6.1,"12,605",Anurag Basu,Hrithik Roshan,Kabir Bedi,B�rbara Mori
Kitne Door... Kitne Paas,-2002.0,146 min,"Comedy, Romance",4.5,299,Mehul Kumar,Fardeen Khan,Amrita Arora,Satish Shah
Knock Out,-2010.0,117 min,"Action, Crime, Drama",6.0,"2,096",Mani Shankar,Sanjay Dutt,Irrfan Khan,Kangana Ranaut
Kohinoor,-1960.0,151 min,"Action, Adventure, Comedy",6.8,150,S.U. Sunny,Dilip Kumar,Meena Kumari,Azim
Kohra,-1993.0,173 min,"Mystery, Thriller",4.5,25,Partho Ghosh,Arman Kohli,Ayesha Jhulka,Pran
Kohraa,-1964.0,153 min,"Drama, Musical, Mystery",6.7,134,Biren Nag,Biswajit Chatterjee,Waheeda Rehman,Lalita Pawar
Kohraam,-1991.0,135 min,Action,5.5,26,Kuku Kohli,Sadashiv Amrapurkar,Mahesh Anand,Brahmachari
Kohram,-1999.0,150 min,"Action, Comedy, Drama",5.4,603,Mehul Kumar,Amitabh Bachchan,Nana Patekar,Tabu
Koi Aap Sa: But Lovers Have to Be Friends,-2005.0,142 min,"Comedy, Drama, Romance",5.2,232,Partho Mitra,Aftab Shivdasani,Anita Hassanandani Reddy,Dipannita Sharma
Koi Hai,-2003.0,102 min,"Drama, Horror",2.4,9,Rajiv S. Ruia,Aman Verma,Shweta Menon,Rinku Ghosh
Koi Jaane Na,-2021.0,141 min,Thriller,3.5,514,Amin Hajee,Kunal Kapoor,Amyra Dastur,Elli Avrram
Koi Jeeta Koi Haara,-1976.0,124 min,"Drama, Romance",7.9,16,Samir Ganguly,Shashi Kapoor,Saira Banu,Farida Jalal
Koi Mere Dil Mein Hai,-2005.0,128 min,"Drama, Romance",4.7,88,Deepak Ramsay,Dia Mirza,Sadashiv Amrapurkar,Raqesh Bapat
Koi Mere Dil Se Poochhe,-2002.0,165 min,"Musical, Romance, Thriller",3.5,270,Vinay Shukla,Jaya Bachchan,Aftab Shivdasani,Sanjay Kapoor
Koi... Mil Gaya,-2003.0,171 min,"Action, Drama, Romance",7.1,"21,982",Rakesh Roshan,Hrithik Roshan,Rekha,Preity Zinta
Kondaveeti Raja,-1986.0,140 min,"Action, Drama",6.3,304,K. Raghavendra Rao,Chiranjeevi,Mohan Babu,Satyanarayana Kaikala
Kondura (The Sage from the Sea),-1978.0,137 min,Drama,7.4,51,Shyam Benegal,Anant Nag,Nirmala,Siddesh
Kora Kagaz,-1974.0,125 min,"Drama, Musical, Family",7.4,241,Anil Ganguly,Vijay Anand,Jaya Bachchan,Achala Sachdev
Kosa,-2020.0,85 min,Drama,7.3,15,Mohit Priyadarshi,Kunal Bhange,Sunil Chipde,Robin Das
Koshish,-1972.0,125 min,Drama,8.6,"1,523",Gulzar,Sanjeev Kumar,Jaya Bachchan,Asrani
Kottai Mariamman,-2001.0,140 min,Drama,3.8,20,Ramanarayanan,Devayani,Diamber,Karan
Kottayam,-2020.0,100 min,"Crime, Drama, Romance",6.9,13,Binu Bhaskar,Sreenath Janardhanan,Chinnu Kuruvila,Ravi Mathew
Koyelaanchal,-2014.0,145 min,"Action, Drama",5.4,258,Ashu Trikha,Kannan Arunachalam,Biswanath Basu,Vinod Khanna
Koyla,-1997.0,166 min,"Action, Drama, Musical",6.2,"8,445",Rakesh Roshan,Shah Rukh Khan,Madhuri Dixit,Amrish Puri
Kranti,-1981.0,187 min,"Action, Adventure, Drama",7.2,865,Manoj Kumar,Dilip Kumar,Manoj Kumar,Shashi Kapoor
Kranti,-2002.0,142 min,"Action, Drama",3.8,394,Naresh Malhotra,Vinod Khanna,Bobby Deol,Ameesha Patel
Krantikari,-1997.0,140 min,"Action, Crime, Drama",6.3,47,Raghuram,Mithun Chakraborty,Rituparna Sengupta,Rajinikanth
Krantiveer,-1994.0,159 min,"Action, Crime, Drama",7.4,"1,923",Mehul Kumar,Nana Patekar,Dimple Kapadia,Atul Agnihotri
Krantiveer: The Revolution,-2010.0,159 min,"Action, Crime, Drama",4.6,19,Mehul Kumar,Jahan Bloch,Samir Aftab,Aditya Rajput
Krazzy 4,-2008.0,110 min,"Comedy, Crime, Drama",4.2,"2,028",Jaideep Sen,Juhi Chawla,Irrfan Khan,Arshad Warsi
Krina,-2018.0,130 min,Thriller,5.8,6,Shyamal K. Mishra,Parth Singh Chauhan,Tunisha Sharma,Inder Kumar
Krish Trish and Baltiboy: Face Your Fears,-2017.0,65 min,Animation,7.8,28,Tilak Shetty,Deepak Chachra,Smita Malhotra,Tarun Ratnani
Krishan Avtaar,-1993.0,180 min,Action,5.7,31,Ashok Gaekwad,Mithun Chakraborty,Somy Ali,Hashmat Khan
Krishna,-1996.0,156 min,"Action, Drama, Romance",4.7,318,S. Deepak,Deepak S. Shivdasani,Sunil Shetty,Karisma Kapoor
Krishna Arjun,-1997.0,130 min,Drama,6.6,23,Shailendra Shukla,Jeetendra,Vivek Mushran,Upasna Singh
Krishna Aur Kans,-2012.0,117 min,"Animation, Action, Adventure",6.5,188,Vikram Veturi,Manoj Bajpayee,Harish Bhimani,Neetu Chaudhary
Krishna Cottage,-2004.0,124 min,"Horror, Mystery",5.2,"1,028",Santram Varma,Sohail Khan,Isha Koppikar,Anita Hassanandani Reddy
Kriya,-2020.0,96 min,"Drama, Fantasy, Horror",6.5,29,Sidharth Srinivasan,Avantika Akerkar,M.D. Asif,Kishan Bahurupiya
Kroadh,-1990.0,144 min,"Action, Crime, Drama",5.1,187,Shashilal K. Nair,Sanjay Dutt,Sunny Deol,Amrita Singh
Krodh,-2000.0,141 min,"Action, Comedy, Drama",4.4,213,Ashok Honda,Sunil Shetty,Johnny Lever,Rambha
Krodhi,-1981.0,159 min,"Action, Crime, Thriller",6.5,165,Subhash Ghai,Dharmendra,Shashi Kapoor,Zeenat Aman
Krrish,-2006.0,154 min,"Action, Adventure, Sci-Fi",6.4,"19,091",Rakesh Roshan,Hrithik Roshan,Priyanka Chopra Jonas,Rekha
Krrish 3,-2013.0,152 min,"Action, Adventure, Sci-Fi",5.2,"21,272",Rakesh Roshan,Hrithik Roshan,Vivek Oberoi,Priyanka Chopra Jonas
Kshatriya,-1993.0,187 min,"Action, Drama, War",5.9,575,J.P. Dutta,Sunil Dutt,Dharmendra,Vinod Khanna
Kshay,-2011.0,92 min,Drama,6.7,302,Karan Gour,Rasika Dugal,Alekh Sangal,Sudhir Pednekar
Kucch Luv Jaisaa,-2011.0,105 min,Drama,4.3,126,Shukla Barnali Ray,Shefali Shah,Om Puri,Rahul Bose
Kucch To Hai,-2003.0,143 min,"Horror, Mystery",4.2,851,Anurag Basu,Anil v Kumar,Tusshar Kapoor,Esha Deol
Kuch Der Aur,-2018.0,65 min,Drama,8.5,41,Anurag Kawatra,Meenu Kawatra,Saajan Kataria,Rajesh Navgain
Kuch Khatta Kuch Meetha,-2007.0,140 min,Comedy,3.8,15,Basu Chatterjee,Sarvar Ahuja,Satish Kaushik,Anupam Kher
Kuch Khatti Kuch Meethi,-2001.0,120 min,"Comedy, Drama, Romance",4.6,628,Rahul Rawail,Kajol,Rati Agnihotri,Rishi Kapoor
Kuch Kuch Hota Hai,-1998.0,177 min,"Comedy, Drama, Musical",7.6,"49,322",Karan Johar,Shah Rukh Khan,Kajol,Rani Mukerji
Kuch Kuch Locha Hai,-2015.0,143 min,"Comedy, Drama",2.5,794,Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma
Kuch Naa Kaho,-2003.0,169 min,"Comedy, Drama, Romance",5.4,"2,224",Rohan Sippy,Aishwarya Rai Bachchan,Abhishek Bachchan,Satish Shah
Kuch Pal Pyar Ke,-2018.0,104 min,Drama,4.3,18,Viral H. Patel,Aamir,Tejas Gadhvi,Aamir Ghani
Kuch Tum Kaho Kuch Hum Kahein,-2002.0,171 min,"Action, Drama, Romance",5.6,569,K. Ravi Shankar,Vikram Gokhale,Dinesh Hingoo,Adi Irani
Kuchh Bheege Alfaaz,-2018.0,116 min,Romance,7.5,820,Onir,Geetanjali Thapa,Zain Khan Durrani,Shray Rai Tiwari
Kuchh Meetha Ho Jaye,-2005.0,125 min,"Comedy, Romance",3.4,278,Samar Khan,Arshad Warsi,Mahima Chaudhry,Parvin Dabas
Kudiyon Ka Hai Zamaana,-2006.0,112 min,Comedy,3.7,70,Amar Butala,Rekha,Mahima Chaudhry,Vasundhara Das
Kudrat,-1981.0,164 min,"Drama, Mystery, Romance",6.9,315,Chetan Anand,Rajesh Khanna,Raaj Kumar,Hema Malini
Kudrat,-1998.0,186 min,"Action, Drama, Romance",4.5,139,Raj N. Sippy,Akshaye Khanna,Urmila Matondkar,Maya Alagh
Kudrat Ka Kanoon,-1987.0,150 min,Mystery,5.1,46,K.C. Bokadia,S.A. Chandrashekhar,Beena Banerjee,Ramesh Deo
